Timestamp,Location_ID,Temperature_C,Humidity_%,Air_Quality_MQ135_raw
2024-02-06 04:00:00,Room_1,28.97,58.26,2557
2024-02-06 05:00:00,Room_1,27.57,57.14,2581
2024-02-06 06:00:00,Room_1,33.42,53.52,2706
2024-02-06 07:00:00,Room_1,32.16,50.34,2601
2024-02-06 08:00:00,Room_1,35.81,48.75,2491
2024-02-06 09:00:00,Room_1,31.33,49.95,2609
2024-02-06 10:00:00,Room_1,32.54,55.77,2630
2024-02-06 11:00:00,Room_1,33.05,48.14,2486
2024-02-06 12:00:00,Room_1,36.49,53.06,2561
2024-02-06 13:00:00,Room_1,32.91,47.48,2655
2024-02-06 14:00:00,Room_1,32.76,55.34,2516
2024-02-06 15:00:00,Room_1,35.53,51.84,2507
2024-02-06 16:00:00,Room_1,31.47,56.44,2732
2024-02-06 17:00:00,Room_1,32.16,58.14,2585
2024-02-06 18:00:00,Room_1,33.59,50.61,2731
2024-02-06 19:00:00,Room_1,28.44,51.53,2443
2024-02-06 20:00:00,Room_1,31.51,55.79,2550
2024-02-06 21:00:00,Room_1,28.46,53.69,2581
2024-02-06 22:00:00,Room_1,26.78,54.41,2602
2024-02-06 23:00:00,Room_1,31.98,52.89,2567
2024-02-07 00:00:00,Room_1,29.72,51.32,2526
2024-02-07 01:00:00,Room_1,25.63,53.31,2423
2024-02-07 02:00:00,Room_1,25.73,52.35,2737
2024-02-07 03:00:00,Room_1,27.9,52.89,2676
2024-02-07 04:00:00,Room_1,25.1,52.89,2433
2024-02-07 05:00:00,Room_1,28.31,57.6,2646
2024-02-07 06:00:00,Room_1,32.06,52.45,2472
2024-02-07 07:00:00,Room_1,33.24,49.46,2614
2024-02-07 08:00:00,Room_1,35.6,50.91,2575
2024-02-07 09:00:00,Room_1,34.68,50.45,2451
2024-02-07 10:00:00,Room_1,34.47,51.55,2748
2024-02-07 11:00:00,Room_1,34.74,54.39,2759
2024-02-07 12:00:00,Room_1,32.29,55.92,2564
2024-02-07 13:00:00,Room_1,33.45,48.73,2598
2024-02-07 14:00:00,Room_1,30.97,53.18,2587
2024-02-07 15:00:00,Room_1,35.16,48.36,2563
2024-02-07 16:00:00,Room_1,33.03,54.45,2678
2024-02-07 17:00:00,Room_1,32.2,53.43,2571
2024-02-07 18:00:00,Room_1,34.85,48.32,2677
2024-02-07 19:00:00,Room_1,26.75,53.06,2560
2024-02-07 20:00:00,Room_1,29.56,50.78,2499
2024-02-07 21:00:00,Room_1,27.71,52.35,2457
2024-02-07 22:00:00,Room_1,26.76,59.57,2680
2024-02-07 23:00:00,Room_1,29.23,53.26,2546
2024-02-08 00:00:00,Room_1,25.52,52.99,2578
2024-02-08 01:00:00,Room_1,30.12,52.84,2635
2024-02-08 02:00:00,Room_1,24.85,52.49,2630
2024-02-08 03:00:00,Room_1,30.24,51.89,2699
2024-02-08 04:00:00,Room_1,27.29,49.89,2648
2024-02-08 05:00:00,Room_1,27.1,53.85,2704
2024-02-08 06:00:00,Room_1,34.24,50.34,2688
2024-02-08 07:00:00,Room_1,30.85,49.87,2549
2024-02-08 08:00:00,Room_1,33.21,50.49,2563
2024-02-08 09:00:00,Room_1,30.14,55.21,2580
2024-02-08 10:00:00,Room_1,35.57,53.61,2540
2024-02-08 11:00:00,Room_1,35.45,56.86,2655
2024-02-08 12:00:00,Room_1,32.9,48.55,2608
2024-02-08 13:00:00,Room_1,32.74,55.48,2591
2024-02-08 14:00:00,Room_1,33.72,53.67,2532
2024-02-08 15:00:00,Room_1,37.83,58.42,2478
2024-02-08 16:00:00,Room_1,31.87,49.45,2484
2024-02-08 17:00:00,Room_1,33.41,48.45,2654
2024-02-08 18:00:00,Room_1,33.44,55.95,2581
2024-02-08 19:00:00,Room_1,29.45,58.52,2583
2024-02-08 20:00:00,Room_1,28.85,58.46,2563
2024-02-08 21:00:00,Room_1,30.84,51.95,2594
2024-02-08 22:00:00,Room_1,22.68,52.38,2498
2024-02-08 23:00:00,Room_1,27.65,60.85,2627
2024-02-09 00:00:00,Room_1,26.49,53.07,2628
2024-02-09 01:00:00,Room_1,23.14,56.05,2660
2024-02-09 02:00:00,Room_1,25.68,51.78,2608
2024-02-09 03:00:00,Room_1,27.68,49.25,2551
2024-02-09 04:00:00,Room_1,27.21,54.32,2430
2024-02-09 05:00:00,Room_1,29.35,49.51,2522
2024-02-09 06:00:00,Room_1,32.05,50.23,2679
2024-02-09 07:00:00,Room_1,36.65,49.56,2740
2024-02-09 08:00:00,Room_1,32.49,53.39,2509
2024-02-09 09:00:00,Room_1,28.69,51.78,2588
2024-02-09 10:00:00,Room_1,32.86,56.38,2726
2024-02-09 11:00:00,Room_1,35.74,57.08,2560
2024-02-09 12:00:00,Room_1,32.61,52.44,2584
2024-02-09 13:00:00,Room_1,32.56,53.81,2428
2024-02-09 14:00:00,Room_1,35.02,53.58,2564
2024-02-09 15:00:00,Room_1,33.96,54.47,2520
2024-02-09 16:00:00,Room_1,31.98,50.67,2635
2024-02-09 17:00:00,Room_1,30.52,50.87,2634
2024-02-09 18:00:00,Room_1,33.65,48.75,2498
2024-02-09 19:00:00,Room_1,30.28,53.85,2745
2024-02-09 20:00:00,Room_1,28.78,55.52,2566
2024-02-09 21:00:00,Room_1,30.65,55.13,2520
2024-02-09 22:00:00,Room_1,25.73,53.22,2637
2024-02-09 23:00:00,Room_1,29.64,57.31,2599
2024-02-10 00:00:00,Room_1,26.98,52.97,2574
2024-02-10 01:00:00,Room_1,26.12,56.54,2647
2024-02-10 02:00:00,Room_1,27.08,51.5,2646
2024-02-10 03:00:00,Room_1,29.98,55.06,2517
2024-02-10 04:00:00,Room_1,23.45,53.72,2581
2024-02-10 05:00:00,Room_1,26.97,54.73,2637
2024-02-10 06:00:00,Room_1,34.21,51.23,2514
2024-02-10 07:00:00,Room_1,31.72,53.38,2505
2024-02-10 08:00:00,Room_1,33.73,54.07,2657
2024-02-10 09:00:00,Room_1,31.15,54.05,2545
2024-02-10 10:00:00,Room_1,31.68,57.07,2553
2024-02-10 11:00:00,Room_1,33.81,49.75,2643
2024-02-10 12:00:00,Room_1,34.25,51.09,2613
2024-02-10 13:00:00,Room_1,34.19,58.52,2740
2024-02-10 14:00:00,Room_1,31.85,48.71,2527
2024-02-10 15:00:00,Room_1,32.91,49.7,2541
2024-02-10 16:00:00,Room_1,30.63,56.79,2764
2024-02-10 17:00:00,Room_1,30.88,52.98,2572
2024-02-10 18:00:00,Room_1,33.35,47.9,2511
2024-02-10 19:00:00,Room_1,28.25,52.53,2433
2024-02-10 20:00:00,Room_1,26.18,54.78,2488
2024-02-10 21:00:00,Room_1,28.93,54.12,2423
2024-02-10 22:00:00,Room_1,25.82,54.23,2477
2024-02-10 23:00:00,Room_1,21.98,54.28,2634
2024-02-11 00:00:00,Room_1,27.64,56.03,2587
2024-02-11 01:00:00,Room_1,24.16,59.09,2627
2024-02-11 02:00:00,Room_1,25.29,52.71,2588
2024-02-11 03:00:00,Room_1,28.16,53.23,2718
2024-02-11 04:00:00,Room_1,25.82,55.53,2654
2024-02-11 05:00:00,Room_1,28.66,54.0,2683
2024-02-11 06:00:00,Room_1,29.43,57.74,2570
2024-02-11 07:00:00,Room_1,35.52,48.89,2532
2024-02-11 08:00:00,Room_1,34.43,49.14,2589
2024-02-11 09:00:00,Room_1,34.3,51.5,2477
2024-02-11 10:00:00,Room_1,32.43,47.06,2690
2024-02-11 11:00:00,Room_1,30.58,51.03,2515
2024-02-11 12:00:00,Room_1,34.23,49.89,2688
2024-02-11 13:00:00,Room_1,34.99,48.05,2484
2024-02-11 14:00:00,Room_1,33.84,52.62,2565
2024-02-11 15:00:00,Room_1,32.43,53.84,2400
2024-02-11 16:00:00,Room_1,36.57,52.76,2444
2024-02-11 17:00:00,Room_1,30.48,47.85,2680
2024-02-11 18:00:00,Room_1,34.27,51.0,2566
2024-02-11 19:00:00,Room_1,30.28,55.91,2485
2024-02-11 20:00:00,Room_1,30.52,58.38,2544
2024-02-11 21:00:00,Room_1,27.5,54.53,2581
2024-02-11 22:00:00,Room_1,27.5,55.33,2617
2024-02-11 23:00:00,Room_1,26.22,56.71,2607
2024-02-12 00:00:00,Room_1,28.67,53.92,2400
2024-02-12 01:00:00,Room_1,27.33,59.71,2483
2024-02-12 02:00:00,Room_1,25.46,58.61,2496
2024-02-12 03:00:00,Room_1,26.54,53.57,2631
2024-02-12 04:00:00,Room_1,31.5,52.15,2684
2024-02-12 05:00:00,Room_1,25.39,55.07,2570
2024-02-12 06:00:00,Room_1,32.87,52.07,2765
2024-02-12 07:00:00,Room_1,32.76,48.47,2400
2024-02-12 08:00:00,Room_1,31.39,51.53,2471
2024-02-12 09:00:00,Room_1,32.29,50.71,2489
2024-02-12 10:00:00,Room_1,31.28,55.05,2505
2024-02-12 11:00:00,Room_1,34.68,56.23,2676
2024-02-12 12:00:00,Room_1,36.68,48.78,2525
2024-02-12 13:00:00,Room_1,36.47,54.23,2524
2024-02-12 14:00:00,Room_1,30.86,51.63,2558
2024-02-12 15:00:00,Room_1,33.97,48.6,2521
2024-02-12 16:00:00,Room_1,34.91,56.98,2509
2024-02-12 17:00:00,Room_1,31.56,58.95,2549
2024-02-12 18:00:00,Room_1,35.57,50.03,2623
2024-02-12 19:00:00,Room_1,31.72,51.67,2670
2024-02-12 20:00:00,Room_1,23.76,53.83,2608
2024-02-12 21:00:00,Room_1,27.01,55.04,2800
2024-02-12 22:00:00,Room_1,26.55,51.72,2525
2024-02-12 23:00:00,Room_1,23.28,50.28,2605
2024-02-13 00:00:00,Room_1,26.17,55.54,2727
2024-02-13 01:00:00,Room_1,28.94,51.6,2608
2024-02-13 02:00:00,Room_1,25.49,52.29,2467
2024-02-13 03:00:00,Room_1,26.51,58.8,2691
2024-02-13 04:00:00,Room_1,25.17,57.62,2741
2024-02-13 05:00:00,Room_1,28.21,57.14,2648
2024-02-13 06:00:00,Room_1,31.12,48.67,2539
2024-02-13 07:00:00,Room_1,29.62,55.88,2767
2024-02-13 08:00:00,Room_1,31.63,58.83,2480
2024-02-13 09:00:00,Room_1,34.61,48.61,2638
2024-02-13 10:00:00,Room_1,30.96,51.25,2566
2024-02-13 11:00:00,Room_1,32.37,52.36,2478
2024-02-13 12:00:00,Room_1,32.17,52.59,2690
2024-02-13 13:00:00,Room_1,33.13,54.68,2677
2024-02-13 14:00:00,Room_1,31.88,54.97,2518
2024-02-13 15:00:00,Room_1,35.66,51.76,2665
2024-02-13 16:00:00,Room_1,33.92,51.55,2554
2024-02-13 17:00:00,Room_1,31.51,50.37,2618
2024-02-13 18:00:00,Room_1,34.9,51.52,2608
2024-02-13 19:00:00,Room_1,26.61,58.18,2482
2024-02-13 20:00:00,Room_1,26.6,57.72,2508
2024-02-13 21:00:00,Room_1,29.8,51.85,2613
2024-02-13 22:00:00,Room_1,28.09,57.94,2669
2024-02-13 23:00:00,Room_1,28.49,56.21,2559
2024-02-14 00:00:00,Room_1,28.12,52.78,2764
2024-02-14 01:00:00,Room_1,30.7,52.18,2627
2024-02-14 02:00:00,Room_1,25.95,53.08,2503
2024-02-14 03:00:00,Room_1,26.77,52.36,2489
2024-02-14 04:00:00,Room_1,27.11,53.85,2405
2024-02-14 05:00:00,Room_1,28.3,57.47,2587
2024-02-14 06:00:00,Room_1,32.26,50.54,2498
2024-02-14 07:00:00,Room_1,30.39,52.74,2588
2024-02-14 08:00:00,Room_1,32.27,50.3,2550
2024-02-14 09:00:00,Room_1,33.71,55.6,2617
2024-02-14 10:00:00,Room_1,29.2,58.2,2677
2024-02-14 11:00:00,Room_1,32.03,48.19,2569
2024-02-14 12:00:00,Room_1,31.82,53.87,2627
2024-02-14 13:00:00,Room_1,34.53,51.76,2700
2024-02-14 14:00:00,Room_1,32.57,49.77,2551
2024-02-14 15:00:00,Room_1,32.76,57.46,2629
2024-02-14 16:00:00,Room_1,33.32,54.71,2601
2024-02-14 17:00:00,Room_1,35.5,55.31,2592
2024-02-14 18:00:00,Room_1,33.08,54.78,2622
2024-02-14 19:00:00,Room_1,26.85,51.61,2649
2024-02-14 20:00:00,Room_1,29.14,56.17,2649
2024-02-14 21:00:00,Room_1,28.36,48.77,2607
2024-02-14 22:00:00,Room_1,30.17,50.34,2664
2024-02-14 23:00:00,Room_1,26.45,52.02,2488
2024-02-15 00:00:00,Room_1,24.91,52.67,2569
2024-02-15 01:00:00,Room_1,31.97,60.04,2510
2024-02-15 02:00:00,Room_1,24.47,51.03,2595
2024-02-15 03:00:00,Room_1,27.84,60.89,2586
2024-02-15 04:00:00,Room_1,29.95,51.28,2563
2024-02-15 05:00:00,Room_1,28.26,59.27,2492
2024-02-15 06:00:00,Room_1,32.9,54.21,2431
2024-02-15 07:00:00,Room_1,32.46,55.8,2409
2024-02-15 08:00:00,Room_1,31.72,49.26,2692
2024-02-15 09:00:00,Room_1,33.02,49.14,2555
2024-02-15 10:00:00,Room_1,33.41,54.98,2729
2024-02-15 11:00:00,Room_1,31.15,47.9,2403
2024-02-15 12:00:00,Room_1,33.36,57.73,2704
2024-02-15 13:00:00,Room_1,36.11,54.12,2497
2024-02-15 14:00:00,Room_1,32.9,59.94,2650
2024-02-15 15:00:00,Room_1,33.99,54.67,2575
2024-02-15 16:00:00,Room_1,35.72,58.35,2768
2024-02-15 17:00:00,Room_1,31.09,53.24,2584
2024-02-15 18:00:00,Room_1,31.27,55.5,2443
2024-02-15 19:00:00,Room_1,23.5,58.99,2452
2024-02-15 20:00:00,Room_1,25.21,55.98,2592
2024-02-15 21:00:00,Room_1,26.73,59.87,2579
2024-02-15 22:00:00,Room_1,26.16,52.85,2597
2024-02-15 23:00:00,Room_1,25.74,56.32,2687
2024-02-16 00:00:00,Room_1,30.93,49.31,2504
2024-02-16 01:00:00,Room_1,23.02,52.6,2718
2024-02-16 02:00:00,Room_1,24.78,56.99,2550
2024-02-16 03:00:00,Room_1,27.84,49.43,2565
2024-02-16 04:00:00,Room_1,26.76,55.71,2584
2024-02-16 05:00:00,Room_1,27.48,58.74,2560
2024-02-16 06:00:00,Room_1,34.36,58.33,2578
2024-02-16 07:00:00,Room_1,33.12,53.67,2689
2024-02-16 08:00:00,Room_1,32.62,51.45,2524
2024-02-16 09:00:00,Room_1,35.76,47.55,2562
2024-02-16 10:00:00,Room_1,34.11,51.59,2604
2024-02-16 11:00:00,Room_1,32.5,48.73,2566
2024-02-16 12:00:00,Room_1,32.79,54.33,2610
2024-02-16 13:00:00,Room_1,30.0,54.95,2726
2024-02-16 14:00:00,Room_1,36.58,52.05,2580
2024-02-16 15:00:00,Room_1,33.55,49.99,2609
2024-02-16 16:00:00,Room_1,30.44,48.13,2484
2024-02-16 17:00:00,Room_1,30.01,54.22,2557
2024-02-16 18:00:00,Room_1,31.34,54.09,2610
2024-02-16 19:00:00,Room_1,24.05,56.66,2594
2024-02-16 20:00:00,Room_1,29.34,54.26,2648
2024-02-16 21:00:00,Room_1,28.1,58.15,2509
2024-02-16 22:00:00,Room_1,26.46,53.4,2540
2024-02-16 23:00:00,Room_1,25.23,56.15,2529
2024-02-17 00:00:00,Room_1,26.99,50.5,2645
2024-02-17 01:00:00,Room_1,27.63,49.0,2505
2024-02-17 02:00:00,Room_1,31.66,56.43,2400
2024-02-17 03:00:00,Room_1,30.02,54.92,2556
2024-02-17 04:00:00,Room_1,28.74,55.55,2578
2024-02-17 05:00:00,Room_1,28.65,52.99,2537
2024-02-17 06:00:00,Room_1,36.75,56.87,2745
2024-02-17 07:00:00,Room_1,35.84,52.38,2435
2024-02-17 08:00:00,Room_1,35.4,49.07,2445
2024-02-17 09:00:00,Room_1,33.74,57.95,2611
2024-02-17 10:00:00,Room_1,28.57,57.61,2675
2024-02-17 11:00:00,Room_1,31.54,47.24,2540
2024-02-17 12:00:00,Room_1,32.57,48.82,2479
2024-02-17 13:00:00,Room_1,31.76,54.1,2409
2024-02-17 14:00:00,Room_1,29.76,55.89,2654
2024-02-17 15:00:00,Room_1,31.48,56.96,2542
2024-02-17 16:00:00,Room_1,35.46,56.56,2720
2024-02-17 17:00:00,Room_1,28.24,50.93,2531
2024-02-17 18:00:00,Room_1,34.12,53.51,2541
2024-02-17 19:00:00,Room_1,27.04,54.96,2508
2024-02-17 20:00:00,Room_1,25.79,55.01,2712
2024-02-17 21:00:00,Room_1,26.21,52.3,2576
2024-02-17 22:00:00,Room_1,29.18,54.54,2657
2024-02-17 23:00:00,Room_1,25.3,55.15,2400
2024-02-18 00:00:00,Room_1,25.12,54.93,2680
2024-02-18 01:00:00,Room_1,29.9,56.41,2570
2024-02-18 02:00:00,Room_1,29.61,56.31,2566
2024-02-18 03:00:00,Room_1,28.49,50.09,2661
2024-02-18 04:00:00,Room_1,26.91,56.29,2621
2024-02-18 05:00:00,Room_1,25.83,58.02,2532
2024-02-18 06:00:00,Room_1,30.23,47.39,2611
2024-02-18 07:00:00,Room_1,30.98,57.15,2457
2024-02-18 08:00:00,Room_1,35.91,48.39,2605
2024-02-18 09:00:00,Room_1,32.74,55.71,2634
2024-02-18 10:00:00,Room_1,31.76,54.54,2555
2024-02-18 11:00:00,Room_1,31.1,53.48,2588
2024-02-18 12:00:00,Room_1,32.13,55.59,2473
2024-02-18 13:00:00,Room_1,32.96,56.28,2522
2024-02-18 14:00:00,Room_1,34.76,56.78,2448
2024-02-18 15:00:00,Room_1,35.08,60.53,2511
2024-02-18 16:00:00,Room_1,31.66,49.16,2670
2024-02-18 17:00:00,Room_1,31.32,57.19,2536
2024-02-18 18:00:00,Room_1,29.89,53.41,2661
2024-02-18 19:00:00,Room_1,31.65,51.84,2562
2024-02-18 20:00:00,Room_1,28.44,49.95,2738
2024-02-18 21:00:00,Room_1,26.38,53.79,2593
2024-02-18 22:00:00,Room_1,27.12,59.59,2547
2024-02-18 23:00:00,Room_1,26.62,53.65,2561
2024-02-19 00:00:00,Room_1,28.22,59.7,2673
2024-02-19 01:00:00,Room_1,29.85,56.94,2581
2024-02-19 02:00:00,Room_1,29.93,58.86,2632
2024-02-19 03:00:00,Room_1,25.95,52.63,2576
2024-02-19 04:00:00,Room_1,29.83,55.58,2571
2024-02-19 05:00:00,Room_1,29.41,54.18,2490
2024-02-19 06:00:00,Room_1,35.37,50.26,2600
2024-02-19 07:00:00,Room_1,31.08,51.49,2597
2024-02-19 08:00:00,Room_1,32.06,49.81,2724
2024-02-19 09:00:00,Room_1,30.59,55.3,2636
2024-02-19 10:00:00,Room_1,29.52,48.52,2585
2024-02-19 11:00:00,Room_1,31.77,52.87,2565
2024-02-19 12:00:00,Room_1,33.99,50.77,2452
2024-02-19 13:00:00,Room_1,30.93,48.31,2462
2024-02-19 14:00:00,Room_1,34.65,53.38,2561
2024-02-19 15:00:00,Room_1,34.27,50.35,2494
2024-02-19 16:00:00,Room_1,34.18,56.1,2562
2024-02-19 17:00:00,Room_1,31.85,56.31,2531
2024-02-19 18:00:00,Room_1,33.8,48.2,2709
2024-02-19 19:00:00,Room_1,30.11,59.76,2654
2024-02-19 20:00:00,Room_1,24.71,57.5,2596
2024-02-19 21:00:00,Room_1,30.95,58.46,2429
2024-02-19 22:00:00,Room_1,30.47,54.25,2549
2024-02-19 23:00:00,Room_1,26.51,56.93,2619
2024-02-20 00:00:00,Room_1,30.61,59.02,2535
2024-02-20 01:00:00,Room_1,24.87,50.95,2539
2024-02-20 02:00:00,Room_1,30.79,54.67,2625
2024-02-20 03:00:00,Room_1,26.0,49.82,2491
2024-02-20 04:00:00,Room_1,27.93,55.85,2694
2024-02-20 05:00:00,Room_1,29.99,51.13,2544
2024-02-20 06:00:00,Room_1,34.98,55.07,2599
2024-02-20 07:00:00,Room_1,33.74,53.11,2634
2024-02-20 08:00:00,Room_1,31.98,56.61,2544
2024-02-20 09:00:00,Room_1,34.68,48.69,2486
2024-02-20 10:00:00,Room_1,32.33,49.18,2710
2024-02-20 11:00:00,Room_1,28.7,51.6,2561
2024-02-20 12:00:00,Room_1,34.01,49.68,2625
2024-02-20 13:00:00,Room_1,33.38,56.74,2585
2024-02-20 14:00:00,Room_1,30.52,51.71,2484
2024-02-20 15:00:00,Room_1,32.6,51.19,2657
2024-02-20 16:00:00,Room_1,31.69,55.19,2647
2024-02-20 17:00:00,Room_1,28.3,56.58,2550
2024-02-20 18:00:00,Room_1,28.65,49.6,2564
2024-02-20 19:00:00,Room_1,22.96,54.04,2417
2024-02-20 20:00:00,Room_1,24.71,48.84,2675
2024-02-20 21:00:00,Room_1,24.64,55.65,2570
2024-02-20 22:00:00,Room_1,30.7,50.37,2585
